blogText,blogTime,blogForwardNum,blogCommentNum,blogLikeNum,comment_1_text,comment_1_likeNum,comment_2_text,comment_2_likeNum,comment_3_text,comment_3_likeNum,comment_4_text,comment_4_likeNum,comment_5_text,comment_5_likeNum,comment_6_text,comment_6_likeNum,comment_7_text,comment_7_likeNum,comment_8_text,comment_8_likeNum,comment_9_text,comment_9_likeNum,comment_10_text,comment_10_likeNum
近日内蒙古呼伦贝尔市鄂伦春自治旗驰援湖北荆门的白衣战士牛强结束了为期天的隔离回到家乡在她下飞机的一刻迎来了男朋友的求婚原本牛强与男朋友约定要到民政局登记结婚但她却在踏上了驰援湖北的专车,2020-04-06 18:24,29,51,512,祝福,20,最近求婚的有点多祝福,14,一定要幸福啊你们的幸福我们见证,5,你们一定会幸福的呀,3,小姐姐名字霸气祝福您们,3,恭喜幸福,1,好喜欢看这种甜甜的故事,1,,1,,0,,0
新冠肺炎引发的危机很可能刚刚开个头接下来还会有从疫情到国际政治领域更多也更严峻的挑战我们看到病毒已在全世界传开疫情的震中不断移动而且一些与人类密切接触的动物正在成为病毒的新宿主新冠病毒很可能会对人类社会反复冲击它大概只能被控制却短时间里无法消灭中国的感染人数和死亡人数与欧美比起来总数和比例都是低的了中国实践了真正的人道主义但是如果疫情长期流行这一轮感染比例和死亡人数高的欧美社会就可能形成一定的适应性那时的抗疫格局亦可能出现新变化中国必须加快疫苗和特效药的研制赢得与病毒的下一阶段赛跑中国的复工复产与抗疫的关系需要动态调整在疫情主要集中在中国的时候随着情况的缓解我们的任务就应是全面恢复经济使之达到疫情暴发前的水平甚至出现弥补性反弹但是随着欧美整体陷落全球经济衰退已成定局世界经济格局前所未有动荡中国复工复产的条件出现紊乱该如何把握也面临了新的公共卫生及国际政治场景老胡认为此时复工复产应当有两大目标一是确保中国经济整体上运转起来减少企业倒闭最大限度地保障就业进而维系所有国民的正常生活能力二是要让中国的经济恢复水平处在全球主要国家的最高之列从而维护中国的全球制造业中心地位牢牢掌握国家的战略主动权新冠疫情必将严重冲击世界秩序和国际格局导致一系列动荡甚至失控的出现极端民族主义和民粹主义会有更多大爆发的机会中国有可能成为美国等西方国家转移国内失望和愤怒的头号标靶冲动和不理性将在西方世界代替应有的反思中国或面临比疫前严重得多的国际政治风险中国现在就要针对发生剧烈冲突的风险开展全面准备尤其是强化能够震慑挑战者迫使他们冷静下来的战略工具我们要有清醒的意识时间非常紧迫在中国国内最重要的工作是提高社会的真实团结和凝聚力它们需要经得起前所未有的高压而不被瓦解这次危机所表现出来的公众大的不满一个都不能忽视要切实解决或改善相关问题解开疫情暴发老百姓的心结使得官民同心同德社会各界凝心聚力更加牢不可破,2020-04-06 15:59,5340,3845,28565,我们这一代历史的车轮真是转的像五档电风扇,2279,团结很重要国内再大的矛盾也是内部的矛盾私底下可以相互吵但是到台面上了我们必须团结一致,1323,核武器就是定海神针,487,前景不乐观失业大潮倒闭大潮至暗时刻将至,682,实在不敢恭维外国的领导人了,338,欧美在顺势实现群体免疫我们真得加快疫苗的市场化否则会很危险,368,胡编每篇微博里面还是有篇不错的,332,老胡有远见,146,民粹乱七八糟的不都是西方媒体没事抹黑造成的么我们国家的媒体能不能有理有据的正面反击,143,老胡含蓄地讲了一些真话大家仔细品味第段话是说欧美的群体免疫有可能取得一定效果中国到时候就被动了第段话是说中国经济面临非常严峻的形势第段话是说中国外部面临巨大的政治风险有不少国家可能会把疫情失控的怒火发泄在中国身上形成全球反华浪潮,226
印度总理莫迪号召全国民众晚点时熄灯分钟点燃蜡烛油灯或打开手电筒为印度抗击新冠疫情祈福多地民众纷纷响应号召普通住宅的灯光几乎全部关闭只有路灯和基本服务设施灯光还亮着,2020-04-06 18:43,155,788,10319,这种形式主义真的可以等疫情结束在做现在紧要的是做实事比如先说服你的民众科学看待防疫工作让它们不要殴打驱逐防疫人员,1110,有这号召力做实事不是更能有效抗疫吗不过精神抗疫也重要,495,很多地方还没通电吧难道熄蜡烛,85,印度表示将向英美捐赠吨抗疫物资牛尿预计将有十万人受益,36,祈福就是强迫自己舒服一点,35,贫民窟都爆发了这些就疫情结束了再搞吧,25,然后消防员又要忙死,21,这是蛊惑民众的行为,12,非常有效印度加油台湾蓝波湾美国优先,11,你们还是喝牛尿吧,7
湖南株洲铁路职工匡仙鹏历时两个月创作的钢笔画抗疫英雄传正对外展出匡仙鹏介绍初他开始创作完成所有作品这些钢笔画共含个系列幅画描绘对象主要有参与抗疫的医务人员医院建设工人等,2020-04-06 22:32,83,22,536,有才人间多有手艺人啊,11,有心了,8,默默无闻的民间天才,5,看看人家宅家两个月干了啥再看看我,5,画得真好,2,高手,2,惟妙惟肖,2,护,0,赞有爱有责任,0,,0
据武汉市卫生健康委员会时至时全市新增确诊病例例新增出院病例例新增死亡病例例新增疑似病例例截至时全市累计报告确诊病例例其中江岸区例江汉区例硚口区例汉阳区例武昌区例青山区例洪山区例东西湖区例蔡甸区例江夏区例黄陂区例新洲区例武汉开发区例东湖开发区例东湖风景区例外地例全市累计治愈出院人累计死亡人现有确诊病例人现有疑似病例例新增无症状感染者人当日解除隔离人正在医学观察人时全市发热门诊接诊人次较上日增加人其中首诊人当日全市核酸检测人,2020-04-06 20:50,2453,14723,306128,请把广州黑人清除谢谢国家,51575,解封合适吗建议延长,18473,无症状真的吓人自己得病都不知道,16847,无症状感染者本来就是伪命题除了发烧其他症状很难量化,6338,别解封了吓人,6140,评论里某些真别再恶意渲染了武汉疫情仍不能放松但也别搞得那么恐怖现在的筛查力度很大去医院无论看什么先自费来个新冠全套很多企业统一组织或要员工自行查个核酸再复工这也是武汉一天仍有上万份检测的原因只是离汉通道打开不是武汉人集体逃命试问我们本地居民待武汉能去哪,5325,某些官方大博主日报别再天天带节奏啦什么解封要见面什么热干面醒了什么出来逛街购物搞得全国以为我们已经解放其实我们武汉的筒子们到现在出小区都困难今天最新消息之前的多个无疫小区又摘去了继续一级戒备再讲个笑话我和我父母两家相隔三公里封城两个多月现在还没见过面,5119,老子真是心态崩了太愤怒了评论里的一些人说风凉话谁不会说武汉怎么就不能解封不解封你养武汉人吗你知道武汉人现在的处境吗把你关在家里天不出去试试再说号也并不是武汉解封只是解除离汉离鄂通道而已懂吗如果可以骂人我可以骂一天一夜,4200,希望疫情早点结束这啥事是个头,1518,可我宁可过最最普通的一生不必见证这用性命堆砌的历史不必感叹人类遭遇的巨大灾难不必在每日期待这日子快过去我希望这世界上有的是好人但永远不要再出现必须牺牲的英雄,739
据外媒报道伊朗卫生部发言人称过去小时该国新增例新冠肺炎确诊病例累计确诊例新增死亡例累计死亡例伊朗新冠肺炎确诊病例超万例死亡人,2020-04-06 18:06,346,515,2626,这个被子我以为床上铺的是块猪肉,584,这床单图案颜色可真够特别的,253,比起之前新增明显少了还是中国的方法好用,141,伊朗加油都会好起来的,69,这个床单好像肥牛,49,最后关头大家真的不能放松警惕一定要咬紧牙关严防境外输入要不然真的不知道什么时候才是头,33,伊朗加油这床单看起来像五花肉,37,这个床单乍一看吓我一跳,17,希望疫情快点好人类命运共同体抗疫全球同在加油加油,6,床单颜色是五花肉吗,6
据西班牙卫生部公布的数据西班牙较前日新增新冠肺炎确诊病例例新增死亡病例例累计确诊病例达例其中人死亡人治愈出院,2020-04-06 17:44,269,496,3209,能不能管一管营销号到处复制粘贴,333,明德先生举报方方套房产来源不明请大家关注百姓要真相,245,冒昧占楼问下广州黑人社区爆发是真是假政府管理了嘛,123,方方小产权别墅转正获利千万这个就是上不了热搜请大家关注下给圆圆一个清白,113,每个数字背后都是鲜活的生命,61,西班牙加油加油,28,希望疫情早点结束西班牙挺住,23,通过这次疫情我只知道中国政府是全世界最靠谱的政府中国人民是全世界最靠谱的人民我是中国人我骄傲中国人民加油,21,西班牙挺住,14,挺住加油啊,12
为抗击新冠肺炎疫情巴拿马从起施行全国强制隔离当地时间数名警察开车带着音响走街串巷为隔离在家的民众唱歌解闷,2020-04-06 19:30,49,105,798,当警察还真不容易还得先把歌练好啊,134,看成了奥巴马宣布全国强制隔离,36,不会唱歌都不好意思当警察,17,戴着口罩唱不可以吗,4,这房子有够破的,2,总算找到机会高歌一曲了,1,西方的民主们这够自由吗这有人权吗,1,这集在那见过,2,方方小产权别墅转正获利千万,4,没点儿才艺当不了警察,1
新华社记者根据媒体报道和从中国国家卫生健康委员会科研机构等有关方面了解到的信息对中国在同世界携手抗疫过程中在及时发布疫情信息分享防控经验推进疫情防控国际交流合作方面的主要事实以时间顺序进行梳理现公布如下请戳链接网页链接,2020-04-06 18:44,342,286,588,这次疫情真的让我更爱祖国了,47,祖国是伟大的祖国人民是英雄的人民,36,新型冠状病毒感染肺炎重磅中国发布新冠肺炎疫情信息推进疫情防控国际合作纪事,18,详细的时间线这才是真正的公开透明,23,转发微博,3,麻烦翻译成多国语言谢谢,13,印刷各种语种版本分发给各驻华使馆各国际组织,9,重磅中国发布新冠肺炎疫情信息推进疫情防控国际合作纪事,5,毫无疑问这次疫情防控在党中央的坚强领导下在广大一线工作者的拼搏下在全国人民的共同努力下我们取得了至少分的优异成绩但是我们仍然要追问要反思那分是怎么丢的这是为了下一次能够取得更好的成绩或者下一次直接把疫情扼杀在萌芽不会爆发,5,转发微博,2
因为一张躺在病床上看夕阳的照片岁的新冠肺炎患者王欣受到了很多人关注今天王欣又站在夕阳下拉起了送别这一次他送的是谁戳视频,2020-04-07 22:34,6560,2075,56330,长亭外古道边芳草碧连天晚风拂柳笛声残夕阳山外山天之涯地之角知交半零落一壶浊酒尽余欢今宵别梦寒长亭外古道边芳草碧连天问君此去几时还来时莫徘徊天之涯地之角知交半零落人生难得是欢聚惟有别离多,5484,原来到那个时候连夕阳也会觉得可爱,3614,被感动不管什么时候都要心怀希望拥抱美好啊还有原来音乐真的能陪伴人一辈子,3359,上海中山医院的大楼外面放了这张巨幅的看夕阳照片并加了人间值得四个字人生真好,3142,老人是可爱的人医生也是可爱的人送别送给把他从鬼门关抢回来的医护工作人员们再见谢谢你,1473,送给最可爱的人,1128,感受到爷爷乐观积极的心态早日康复一直健康平安,1042,祝愿老爷子以后不在有病痛折磨安享晚年,884,诗意的浪漫的感动的充满力量的,826,总是会被一些好像不是很大的举动所感动但是他蕴藏了大大的能量,606
受新冠肺炎疫情影响多个国家和地区出于粮食安全考虑开始限制本国粮食出口这引发了全球关于粮食危机的担忧袁隆平院士表示中国完全有实现粮食生产自给自足的能力不会出现粮荒希望大家不要担心网页链接,2020-04-07 19:00,10612,15065,388204,感谢袁隆平爷爷,55477,我就想问下当年囤的盐吃完了吗,22625,主持人你现在还担心中国人闹饥荒吗袁隆平不可能了,18693,所以没必要囤,6363,袁隆平爷爷把你们喂饱不是问题不要闲的没事做就到处造谣,4853,谢谢袁隆平爷爷你要好好保重身体哈,4576,致敬,2407,谢谢袁隆平爷爷,1899,袁隆平爷爷这样说我就放心了,1568,钟南山说你有救你就有救袁隆平说你不会挨饿就不会挨饿中国总被他们的英雄保护的很好,1529
河南省政府新闻办消息称该省例境外输入确诊病例已治愈出院即日起对武汉市来豫返豫人员等全部免费开展新冠肺炎核酸检测和血清检测对持有湖北健康码绿码新冠肺炎核酸检测和血清检测阴性的武汉来豫返豫人员做好信息登记工作不得采取歧视性措施记者李贵刚图资料图,2020-04-07 21:44,2326,5956,144917,希望去河南的人都不要有啥顾虑去免费检测一下为了自己也是为了他人啊,16673,为我大河南点赞,13795,赞应该优先对待同胞然后再管外国人,8961,点赞河南这次抗疫十分优秀,8795,河南这次疫情感觉给全国各省市做了一个典范真棒给免费检测对自己对朋友都是一个负责任的表现,7018,感觉挺好可以筛下无症状感染者,3043,河南这次做得真的蛮人性化点赞,1752,河南很棒湖北人为你们点赞,1102,建议全国推广,664,河南有答案吗为什么这次疫情总是答满分卷,732
是清明小长假最后一天作为新冠肺炎疫情后第一个小长假浙江杭州西湖风景名胜区也迎来旅游高峰但受疫情影响假期三天景区共接待游客万人游客数量比去年清明小长假减少有市民表示今年的春天来得稍微迟了一点但经过大家努力疫情已有所缓解大好的春光和游人在一起非常好,2020-04-07 20:34,319,1441,13469,不是现在游客几十万能一起出入七月份却不准几万美术生校考国家能不能关注一下今年艺考生的困境呢我们真的很难过,2787,我想去可是我不敢听说特别挤重点还有好多不戴口罩的太恐怖了,1010,那么多人不戴口罩挺可拍的还那么挤有一说一如果其中有无症状患者就麻烦了,258,在家待着不香吗,133,不给大学生开学但是其他人可以外出旅游够够的,114,仍有去年黄金周多的人流大家是不是太放松了疫情还没过去啊,53,看看这就是你们说的不想开学害怕被传染结果一群人挤着去旅游搞笑呢吧,71,现在外面全是人哪都是人毕业生不能回去开学有风险我看光清明假期有这么多人在玩学校比外面安全多了,35,昨天还在骂黄山呢那不是小山呢去过的人该知道有多大吧,35,苏宁易购上市公司世界强伪造证据欺骗法院曝光这家无耻企业详情看我置顶微博退伍军人坚持维权请顶我上去,33
为防控新冠肺炎疫情而关闭离汉通道天的武汉正积蓄力量走向复苏记者将搭乘公交地铁等公共交通工具穿行武汉街头用直播镜头记录与传递重启中的武汉力量,2020-04-07 19:00,665,3328,24979,一些媒体说的一两万无症状感染者是怎么回事无症状会传染吗,102,武汉满血复活加油,63,我怎么没有一点快乐,34,苏宁易购上市公司世界强伪造证据欺骗法院曝光这家无耻企业详情看我置顶微博请顶我上去,33,人间四月芳菲尽疫情结束终有时中华儿女齐奋战荆楚大地换新颜,14,无症状携带者还挺多不要松懈,20,武汉你好春暖花开我想你了,4,那么明天会有出租车吗,6,武汉是世界的英雄,4,意思是去外省还需要隔离吗请回答,6
近日数十名法国护士用裸照抗议政府未给医护人员提供必需的防护设备他们用纸遮住隐私部位写上裸抗新冠病毒护士表达对政府让我们赤裸着抗击疫情的不满法国新增新冠肺炎死亡病例例累计例全法累计确诊例,2020-04-07 16:27,828,2607,79230,真的很可悲难道非要通过这样的行为艺术才能让重视,13041,没有别的意思为什么外国人抗议总是动不动就要裸体正常的游行不好吗,7400,裸体就是因为没有防护用具就等于在裸奔没毛病啊这抗议挺巧妙的,3565,两个互相复制的营销号能不能好好看看这是比喻政府让他们赤裸上阵不给他们充足物资,3148,裸体对于他们并不是什么不正常的行为别什么都用中国思维带入,1674,我觉得这种抗议挺好的啊又不能游行裸体抗议也表达了他们反对裸体抗疫还能吸引群众眼球增加关注度而且咱们应该讨论的不是法国政府的处理能力差吗怎么一堆吐槽医务人员的,618,一点觉悟都没有看看人家英国首相为建立群体免疫人墙不戴口罩亲自去超市购物并亲自感染病毒给民众点燃希望之火,426,没有防护服可不就是在裸奔嘛,111,行为艺术,33,在中国发微博就行了在外国要脱光光地发微博哎,40
湖北省新型冠状病毒感染肺炎疫情防控指挥部通告从零时起撤除武汉市交通管控卡口有序恢复铁路民航水运公路城市公交运行省内大专院校中小学中职学校技工院校幼儿园等继续延期开学具体开学时间根据疫情防控情况经科学评估后确定,2020-04-07 20:48,1561,4301,48393,感觉上半年湖北开学都有点难遥遥无期,4127,感觉我们武汉应该是最后一个,1650,等一个河北的开学通知,1333,慢慢来安全最重要,930,广东呢,638,确保万无一失不能放松警惕,393,安全最重要慢慢来吧,274,开学试试呗,162,永远支持湖北请金融监管部门北京朝阳经侦不要阻挠先锋集团网信理财诈骗亿立案,161,还剩五强北京上海湖北河北广东天津重庆携手退出,174
随着新冠肺炎疫情在英国蔓延岁的英国选美皇后穆克吉决定放下手头工作重操旧业当医生支援抗疫穆克吉拥有医学学士学位她于赢得英格兰小姐的桂冠随后在世界各地参加慈善工作作为英格兰小姐现在是我为英格兰提供帮助的最佳时机,2020-04-07 19:30,80,185,2027,这才是真的人美心善啊,234,是美女皇后更是美女医生,84,觉得她像泰国人的朋友请给我一个赞,106,我不是杠哈我觉得与其重操旧业不如利用自己的影响力和财力为前线医护人员提供更多的医护用品,45,这样的医生多养眼有利于病人病情恢复,26,高尚也先要保护好自己才能救治更多的人,22,这样的美女才配得起头顶那个皇冠,17,最美皇后最美天使,8,重操旧业,10,虽然我觉得她的脸搞得像调色盘一样但还是为她在疫情中回到医生岗位点个赞,4
记者从中国铁路武汉局集团公司获悉根据湖北省新冠肺炎疫情防控指挥部通告从零时起武汉市解除离汉离鄂通道管控措施有序恢复对外交通离汉人员凭湖北健康码绿码安全有序流动从的车票预售情况看预计有万余名旅客乘坐火车离汉其中去往珠三角地区的旅客较为集中占离汉旅客总量四成左右详情中国铁路武汉局预计万余名旅客乘火车,2020-04-07 17:17,990,8156,65066,他们太不容易了希望都可以平安无事啊,2699,那么多外国人跑中国来还搞得那么热情武汉人都隔离这么久了就有各种喷子了跪久了站不起来了只知道窝里横,2334,考虑过我们其他省区人的感受吗,2051,健康码能说明什么,1268,武汉解除离汉离鄂管控令人高兴但一定一定要做好管控和查询希望能够平安顺利的迎接解封后的每一天正常生活武汉加油,925,健康码对无症状有用吗,670,应该做完核酸检测没问题再出门,480,我寻思不会真以为离开的都是武汉人吧疫情期间替你们别的省份保管了你们的人怎么还不让回家了,350,讲真还是怕,336,就怕无症状感染者,357
今日湖北省新型冠状病毒感染肺炎疫情防控指挥部发布通告经中央批准从零时起武汉市解除离汉通道管控措施为持续抓好疫情常态化防控有序恢复生产生活秩序根据中华人民共和国突发事件应对法中华人民共和国传染病防治法和湖北省重大突发公共卫生事件级响应机制等有关规定就解除离汉通道管控有关事项通告如下一从零时起撤除武汉市交通管控卡口有序恢复铁路民航水运公路城市公交运行各交通运输单位要落实落细疫情防控措施加强交通运输从业人员安全防护确保交通组织安全有序二各地要继续强化小区管控严格进出人员管理实行身份必问信息必录体温必测口罩必戴守好社区一线防控阵地三各类公共场所要切实承担疫情防控主体责任商超公园医院等已开放场所要严格实施体温检测登记进出流量控制防止聚集性交叉感染电影院剧院娱乐场所等继续严格执行负面清单管理四省内大专院校中小学中职学校技工院校幼儿园等继续延期开学具体开学时间根据疫情防控情况经科学评估后确定五广大居民要切实增强防疫意识做好居家环境卫生非必要不出小区不出市不出省尽量减少出行不参加聚集性活动出入公共场所佩戴口罩国家机关工作人员非必要不出差各类人员凭湖北健康码绿码安全有序流动进京人员按照首都严格进京管理联防联控协调机制相关要求办理六各地要坚持零新增不等于零风险解除通道管控不等于解除防控措施打开城门不等于打开家门坚持级响应防控措施坚持党委政府主要负责同志担任指挥长的防控体制慎终如始做好疫情防控工作加快恢复经济社会秩序确保湖北保卫战武汉保卫战全面彻底胜利湖北居民非必要不出小区不出市不出省,2020-04-07 21:10,2800,1780,8122,疫情还没结束还是要多注意,553,解封和解除通道管控是为了人们生活必需和复工复产需要疫情风险仍然存在希望人们无事仍然要不出门不串门不聚会不聚餐不扎堆不闲逛确保疫情不返弹身体健康就是给国家给政府给社区给亲人给父母给子女的最大贡献,409,其实我一直不敢说武汉解封是不是有点早我绝对不歧视湖北人但我害怕是真的,427,无内鬼来点方方笑话,105,如果可以我也愿意呆在家里没有经济来源都是空口说白话,107,疫情还没结束这时候还是尽量蹲在家里吧大家再辛苦辛苦,60,封城到现在我都没有工作没有工资这个该怎么办才好呢突然觉得国家单位可真好不上班都有工资拿外省排挤湖北人湖北人哪里都不能去吃喝拉啥都是钱啊啊啊得勒紧裤腰带过日子好惨呐,52,这是无症状的多了是不是决定下早了,23,都是迷一样的操作一面解封一面说不要动到底该怎么办那些要出行的该怎么办就不能给个具体措施吗天天说些含糊其辞的废话,34,小心驶得万年船,19
晚是解除离汉通道管控前夜为防控新冠肺炎疫情而关闭离汉通道天的武汉正积蓄力量走向复苏将搭乘公交地铁等交通工具穿行武汉街头地标用镜头记录与传递重启中的武汉力量敬请关注,2020-04-07 19:00,287,690,9125,武汉解除交通管控后首辆列车进站我们直播采访了车站工作人员一位列车员称目前除了必需的吃饭喝水需要乘客全程佩戴口罩,0,新京报我们视频直击离汉通道开启我们直播在武汉武昌站直击武汉重启离汉通道的时刻重返武汉,0,新京报我们视频连线全球嘉宾分享疫情故事我们直播将连线抗击新冠肺炎的医护人员以及全球各地嘉宾共同分享疫情故事为重启中的武汉送上祝福,0,新京报我们视频带你共赏武汉汉口江滩夜景我们直播来到了武汉市汉口江滩汉口江滩与黄鹤楼景区相望是武汉市著名的风景游览胜地跟随我们直播的脚步共赏夜景,0,新京报我们视频探访武汉东亭社区我们直播探访武汉东亭社区跟随武汉消防救援支队进行消杀夜巡,0,新京报我们视频探访武汉徐东大街我们直播通过自驾前往徐东大街第一视角体验重启前夜的武汉,0,新京报我们视频带你体验武汉地下交通我们直播从武汉火车站地铁入口处出发乘坐地铁体验武汉地下交通,0,从黄鹤楼开始我们带你看武汉重启,2,我们直播预告武汉好久不见网页链接,1,我们在武汉还是坚持非必要不出门,7
截至北京时间时全球已有累计确诊例累计死亡例其中美国感染人数例转发关注,2020-04-07 19:58,935,1188,8573,美利坚本周末很大可能要突破,505,可我宁可过最最普通的一生不必见证这用性命堆砌的历史不必感叹人类遭遇的巨大灾难不必在每日期待这日子快过去我希望这世界上有的是好人但永远不要再出现必须牺牲的英雄,355,有一天特朗普很激动的对我说我研制出了特别神奇并且对医疗将有重大改变的东西我好奇的问是什么呀他说你过来然后附在我的耳边很神秘似的说美国药丸,268,每次看到美国数量就有一种一骑绝尘的感觉,149,先锋集团网信理财诈骗亿为什么相关部门还在推诿为什么北京警方不给立案,120,我们实在是高估了西方国家对抗疫情的能力,87,美国这是要冲出宇宙嘛米国政客们干点人事吧,71,身为中国人我们都应该感恩与自豪大家都看到了短时间内只有我国才能完成闭户封城的举措短时间内只有我国能建造那么多的医院短时间内只有我国有无数八方支援的同胞一线工作者辛苦我爱中国中国加油,79,求求别放洋垃圾进来了,39,一骑绝尘美利坚谁与争锋,23
据英国镜报刚刚消息英国首相府发言人表示首相鲍里斯约翰逊尚未被诊断出患有肺炎他也并未使用呼吸机当地时间感染新冠病毒的约翰逊被转入症监护室英国天空新闻报道称该发言人表示约翰逊目前情况稳定精神状态良好只是还在伦敦圣托马斯医院接受重症监护网页链接,2020-04-07 20:07,1065,873,12994,哦那他呼吸困难是喝水呛着了,4063,我不信英国官方媒体我只信老毛子的情报,2400,官方积极否认的就是事实,1187,好吧新冠肺炎没出现肺炎那很正常,797,是我没文化原来感染新冠病毒和得了新冠肺炎是两回事吗真要没事还住什么重症病房,503,大型悬疑剧群体免疫之首相,276,啥乡亲们的礼都收了说不烧了,248,那到底进没进,112,特朗普说难道我被骗了,66,本来不至于如此的狂妄自大刚愎自用真的没必要希望他能挺过去吧,51
旗下有多本杂志漫画小说的日本老牌出版社集英社宣布因公司内部有编辑确诊新冠肺炎因此被感染者楼层暂时封锁消毒而全公司也自昨日起采取在家执勤的工作形式集英社旗下漫画代表作品有海贼王火影忍者银魂鬼灭之刃等集英社编辑确诊新冠肺炎,2020-04-07 19:16,673,673,4347,尾田千万要小心啊,962,好多知名日本动漫都是出自这里的愿平安,780,早日康复啊漫画不能停啊,251,保佑尾田,210,希望平安,63,千万要好起来别烂尾了啊,36,看到的瞬间一吸气气都差点背过去,19,尾田绝对要好好的我还等着有好几次的周年庆呢海贼王完结之前麻烦您好好活着,10,安全最重要啊漫画我等的起的更新不急安全第一,18,,6
由于日本新冠肺炎疫情扩大日本首相安倍晋三于当地时间基于新冠肺炎特别措施法发布紧急事态宣言对象地区为东京都千叶县埼玉县神奈川县大阪府兵库县和福冈县等七个都府县实施期间为点至的未来一个月安倍表示将不会实行城市封锁但是请求国民进行配合避免不必要的外出减少新冠肺炎的感染对象地区的知事可以采取如下措施要求避免不必要非紧急的外出要求或指示停止或限制使用学校电影院等强制征用医药品等此外还可命令食品和医药品等物资的出售保管并规定了不配合时的处罚措施,2020-04-07 16:49,645,1011,13064,日本我摊牌了不装了,1932,现在都检测了速度增长得快啊,879,现在奥运延期了也不端着了加油吧,580,他们不要命要自由自由比命重要我早就看透了,279,安倍前两天给老子吓到了今天才缓过来,227,日本终于苟不住了,109,快点好起来吧,83,我记着前几天有个女的闯进他家了,48,您现在才紧急事态宣言,44,终于晓得急了呢开放检测吧别隐瞒了反正你们怎么测也不会是人数最多的怕什么,49
世界卫生组织驻华代表高力介绍看到这样的致死率和这些触目惊心的数字能够想到的就是新冠肺炎对人类的经济和社会发展造成了多么大的影响数字依然在增长而且很明显尚未到达顶峰什么时候我们才能说真正已经战胜了这场疫情呢那是要等到有了有效的疫苗给人群接种或者说人们通过暴露于病毒之后形成了足够广泛的人群免疫时才能说我们真正地战胜了疫情,2020-04-07 16:01,333,594,6429,放任黑人不管过不了多久口号会从湖北加油武汉加油变成广东加油广州加油,1661,美国才开始,190,美国可能才刚开始,147,重点是哪些贫穷落后国家属于第三波国家第一波是东亚第二波是美欧这些国家无论如何爆发最终都是有控制能力的第三波是中东南亚非洲南美那些地方如果失控将是真正的人间地狱,117,快点结束吧每天看新闻都要吓死了,76,特朗普微微一笑,57,有些国家一开始就浪费别人争取的时间没错就是金毛,37,印度你跟我说啥啊,30,是啊主角的戏还没唱完王炸还没开始,26,许可馨后续没了,24
中国民用航空局中华人民共和国海关总署联合发布关于中国籍旅客乘坐航班回国前填报防疫健康信息的公告根据公告自起从意大利美国西班牙等个国家已购买回国机票的中国籍旅客需要提前填报防疫健康信息旅客未按要求填报的将无法登机填报虚假信息将导致行程受阻并须承担相应法律责任公告全文如下中国民用航空局中华人民共和国海关总署关于中国籍旅客乘坐航班回国前填报防疫健康信息的公告为减少疫情跨境传播从附件所列国家已购买回国机票的中国籍旅客需要提前填报防疫健康信息具体要求如下一自起已购票旅客在登机前需要提前通过防疫健康码国际版微信小程序逐日填报个人资料健康状况出行情况等信息特殊情况可由他人代为填报二至为过渡期过渡期内乘坐航班的中国籍旅客应于起连续逐日填报过渡期后乘坐航班的应于登机前第天起连续逐日填报三未按上述要求填报的将无法登机旅客填报虚假信息将导致行程受阻并须承担相应法律责任特此公告中国民用航空局中华人民共和国海关总署附件意大利美国西班牙德国伊朗法国韩国瑞士英国荷兰奥地利比利时挪威葡萄牙瑞典澳大利亚巴西土耳其马来西亚丹麦加拿大以色列捷克爱尔兰菲律宾泰国,2020-04-07 19:34,357,1046,4788,先解决解决广州的非法黑人问题吧今天大家都问广州的黑人有多少那个回答问题的人竟然说越秀区有多黑人,1073,支持为了自己的健康也为了他人的健康不要瞒报,253,不瞒报情况支持,136,应该扩展到全部国家,134,不要国了所有国家最好,75,如实填报如实填报如实填报,76,能回国了吗可以正常买票,41,没有日本印度俄罗斯邻国也危险,55,请问持续出现上传护照照片失败的问题如何解决,49,现在所有国家都有啊,24
经重庆市新冠肺炎疫情防控工作领导小组研究决定全市各级各类学校春季学期实行分批有序开学高三初三中职毕业年级开学小学级初高中其他年级做好开学准备小学级中职其他年级做好上旬开学准备高校幼儿园特教学校开学时间及社会培训机构线下教学时间另行通知,2020-04-07 21:00,547,1341,8073,四大直辖市手牵手重庆退出群聊了,673,四大直辖市谁先开学谁是狗,375,本大学生还要等另行通知不过并不是很想开学在家里玩得很开心吃得很丰盛睡得很舒适,321,就当是一场梦醒了很久还是很感动还是要继续面临延迟高考的惨痛说开学很辛苦其实我全都清楚但还是要坚持下来见证历史的痛苦泛黄的校服凌乱的头发我们一起坐在教室里感受炎热的火辣辣繁忙的校道在喧嚣的教室里剩下我们这群人开高考狂欢的,265,重庆退出延迟开学一家人,174,北上广蹲一个冠军个人觉得是广东,151,河北你看见了吗,111,恭喜我们河北进入五强了,90,广东别急啊先处理三非黑人,53,突然不是很开心了,45
